챔피언명,챔피언_ID,API_이름,별명,난이도,주_직업군,보조_직업군,사용_자원,기본_능력치,공격_형태,출시일,출시_패치,최근_변경_패치,세부_역할군,추천_포지션,실제_활용_포지션,피해량,내구력,군중_제어,기동력,보조_능력,공격_성향,적응형_능력치,파랑_정수_가격,RP_가격,패시브_스킬,Q_스킬,W_스킬,E_스킬,R_스킬,전체_스킬,본명,별칭
카서스,30.0,Karthus,죽음을 노래하는 자,2,마법사,,마나,"{'기본_체력': 620, '레벨당_체력': 110, '기본_자원': 467, '레벨당_자원': 31, '기본_방어력': 21, '레벨당_방어력': 4.7, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 6.5, '레벨당_체력_재생': 0.55, '기본_자원_재생': 8, '레벨당_자원_재생': 0.8, '기본_공격력': 46, '레벨당_공격력': 3.25, '기본_공격_속도': 0.625, '레벨당_공격_속도': 2.11, '공격_사거리': 450, '이동_속도': 335, '탐색_반경': 450, '선택_높이': 150, '선택_반경': 100, '충돌_반경': 35, '공격_속도_계수': 0.625, '공격_지연_보정': 0.0437499992549419, '투사체_속도': 1500, '무작위_총력전': {'가하는_피해': 0.93, '받는_피해': 1.05}, '초고속_모드': {'가하는_피해': 0.9, '받는_피해': 1}}",원거리,2009-06-12,"June 12, 2009 Patch",V14.24,{전투 마법사},{정글},{정글},3,1,1,1,2,100,마법,1575,790,{1: '죽음 극복'},{1: '황폐화'},{1: '고통의 벽'},{1: '부패'},{1: '진혼곡'},"['죽음 극복', '황폐화', '고통의 벽', '부패', '진혼곡']",,
카사딘,38.0,Kassadin,공허의 방랑자,2,암살자,마법사,마나,"{'기본_체력': 646, '레벨당_체력': 119, '기본_자원': 400, '레벨당_자원': 87, '기본_방어력': 21, '레벨당_방어력': 4, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 6, '레벨당_체력_재생': 0.5, '기본_자원_재생': 6, '레벨당_자원_재생': 0.8, '기본_공격력': 59, '레벨당_공격력': 3.9, '기본_공격_속도': 0.64, '레벨당_공격_속도': 3.7, '공격_사거리': 150, '이동_속도': 335, '탐색_반경': 400, '선택_높이': 165, '선택_반경': 120, '충돌_반경': 35, '공격_속도_계수': 0.639999985694885, '공격_지연_보정': -0.150000005960464, '무작위_총력전': {'가하는_피해': 1, '받는_피해': 0.95}, '아레나': {'레벨당_체력': 0.5}}",근접,2009-08-07,V0.9.22.7,V25.11,{암살자},{미드},{미드},3,2,1,3,1,90,마법,1575,790,{1: '공허석'},{1: '무의 구체'},{1: '황천의 검'},{1: '힘의 파동'},{1: '균열 이동'},"['공허석', '무의 구체', '황천의 검', '힘의 파동', '균열 이동']",,
카타리나,55.0,Katarina,사악한 칼날,2,암살자,마법사,없음,"{'기본_체력': 672, '레벨당_체력': 108, '기본_자원': 0, '레벨당_자원': 0, '기본_방어력': 28, '레벨당_방어력': 4.7, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 7.5, '레벨당_체력_재생': 0.7, '기본_자원_재생': 0, '레벨당_자원_재생': 0, '기본_공격력': 58, '레벨당_공격력': 3.2, '기본_공격_속도': 0.658, '레벨당_공격_속도': 2.74, '공격_사거리': 125, '이동_속도': 335, '탐색_반경': 400, '선택_높이': 140, '선택_반경': 120, '충돌_반경': 35, '공격_속도_계수': 0.657999992370605, '공격_지연_보정': -0.150000005960464, '무작위_총력전': {'가하는_피해': 1, '받는_피해': 1, '강인함': 1.2, '스킬_가속': 10}, '단일_챔피언': {'받는_피해': 0.95}, '초고속_모드': {'가하는_피해': 1.05, '받는_피해': 0.95}}",근접,2009-09-19,V0.9.25.21,V25.13,{암살자},{미드},{미드},3,1,1,3,1,100,마법,1575,790,"{1: '탐욕', 2: '탐욕 (변형 2)'}",{1: '단검 투척'},{1: '준비'},{1: '순보'},{1: '죽음의 연꽃'},"['탐욕', '탐욕 (변형 2)', '단검 투척', '준비', '순보', '죽음의 연꽃']",카타리나 뒤 쿠토,
케일,10.0,Kayle,정의로운 자,2,마법사,원거리 딜러,마나,"{'기본_체력': 670, '레벨당_체력': 92, '기본_자원': 330, '레벨당_자원': 50, '기본_방어력': 26, '레벨당_방어력': 4.2, '기본_마법_저항력': 22, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 5, '레벨당_체력_재생': 0.5, '기본_자원_재생': 8, '레벨당_자원_재생': 0.8, '기본_공격력': 50, '레벨당_공격력': 2.5, '기본_공격_속도': 0.625, '레벨당_공격_속도': 1.5, '공격_사거리': 175, '이동_속도': 335, '탐색_반경': 600, '선택_높이': 240, '선택_반경': 140, '충돌_반경': 35, '공격_속도_계수': 0.666999995708465, '공격_시전_시간': 0.300000011920928, '총_공격_시간': 1.54999995231628, '투사체_속도': 5000, '무작위_총력전': {'가하는_피해': 0.95, '받는_피해': 1.1}, '돌격_넥서스': {'가하는_피해': 0.9, '받는_피해': 1.05}, '단일_챔피언': {'가하는_피해': 0.95, '받는_피해': 1.05}, '신속_모드': {'레벨당_공격력': -0.5, '레벨당_공격_속도': -0.5}, '초고속_모드': {'가하는_피해': 0.85, '받는_피해': 1.1}}",근접,2009-02-21,Alpha Week 2,V14.22,{전문가},{탑},{탑},3,1,1,1,3,20,물리,2400,260,{1: '거룩한 승천'},{1: '광휘의 일격'},{1: '천상의 축복'},{1: '화염주문검'},{1: '신성한 심판'},"['거룩한 승천', '광휘의 일격', '천상의 축복', '화염주문검', '신성한 심판']",,
케인,141.0,Kayn,그림자 사신,3,전사,암살자,마나,"{'기본_체력': 655, '레벨당_체력': 103, '기본_자원': 410, '레벨당_자원': 50, '기본_방어력': 38, '레벨당_방어력': 4.5, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 8, '레벨당_체력_재생': 0.75, '기본_자원_재생': 11.5, '레벨당_자원_재생': 0.95, '기본_공격력': 68, '레벨당_공격력': 3.3, '기본_공격_속도': 0.669, '레벨당_공격_속도': 2.7, '공격_사거리': 175, '이동_속도': 340, '탐색_반경': 400, '선택_높이': 180, '선택_반경': 135, '충돌_반경': 35, '공격_속도_계수': 0.669000029563903, '공격_시전_시간': 0.280000001192092, '총_공격_시간': 1.49500000476837, '공격_지연_보정': -0.100000001490116, '무작위_총력전': {'가하는_피해': 1, '회복량': 0.8, '강인함': 1.2}}",근접,2017-07-12,V7.14,V25.10,{척후병},{정글},{정글},3,1,1,3,1,0,물리,1575,790,"{1: '다르킨의 낫', 2: '다르킨의 낫 (변형 2)', 3: '다르킨의 낫 (변형 3)'}","{1: '살상돌격', 2: '살상돌격 (변형 2)', 3: '살상돌격 (변형 3)'}","{1: '몰아치는 낫', 2: '몰아치는 낫 (변형 2)', 3: '몰아치는 낫 (변형 3)'}","{1: '그림자의 길', 2: '그림자의 길 (변형 2)', 3: '그림자의 길 (변형 3)'}","{1: '그림자의 지배', 2: '그림자의 지배 (변형 2)', 3: '그림자의 지배 (변형 3)', 4: '그림자의 지배 (변형 4)'}","['다르킨의 낫', '다르킨의 낫 (변형 2)', '다르킨의 낫 (변형 3)', '살상돌격', '살상돌격 (변형 2)', '살상돌격 (변형 3)', '몰아치는 낫', '몰아치는 낫 (변형 2)', '몰아치는 낫 (변형 3)', '그림자의 길', '그림자의 길 (변형 2)', '그림자의 길 (변형 3)', '그림자의 지배', '그림자의 지배 (변형 2)', '그림자의 지배 (변형 3)', '그림자의 지배 (변형 4)']",시에다 케인,"라아스트, 다르킨, 그림자 암살자"
케넨,85.0,Kennen,폭풍의 심장,2,마법사,원거리 딜러,기력,"{'기본_체력': 580, '레벨당_체력': 98, '기본_자원': 200, '레벨당_자원': 0, '기본_방어력': 29, '레벨당_방어력': 4.95, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 5.5, '레벨당_체력_재생': 0.65, '기본_자원_재생': 50, '레벨당_자원_재생': 0, '기본_공격력': 48, '레벨당_공격력': 3.75, '기본_공격_속도': 0.625, '레벨당_공격_속도': 3.4, '공격_사거리': 550, '이동_속도': 335, '탐색_반경': 550, '선택_높이': 177.77780151367188, '선택_반경': 100, '충돌_반경': 30, '게임플레이_반경': 55, '공격_속도_계수': 0.689999997615814, '공격_지연_보정': -0.100000001490116, '투사체_속도': 1700, '무작위_총력전': {'가하는_피해': 1, '받는_피해': 1, 'energyregen_mod': 1.2}, '단일_챔피언': {'가하는_피해': 0.98, '받는_피해': 1.02}, '초고속_모드': {'받는_피해': 0.95}}",원거리,2010-04-08,V1.0.0.82,V14.13,{전문가},{탑},{탑},3,1,3,1,1,65,마법,2400,880,{1: '폭풍의 표식'},{1: '천둥의 표창'},{1: '전류 방출'},{1: '번개 질주'},{1: '날카로운 소용돌이'},"['폭풍의 표식', '천둥의 표창', '전류 방출', '번개 질주', '날카로운 소용돌이']",,
카직스,121.0,Khazix,공허의 약탈자,2,암살자,,마나,"{'기본_체력': 643, '레벨당_체력': 99, '기본_자원': 327, '레벨당_자원': 40, '기본_방어력': 32, '레벨당_방어력': 4.2, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 7.5, '레벨당_체력_재생': 0.75, '기본_자원_재생': 7.59, '레벨당_자원_재생': 0.5, '기본_공격력': 60, '레벨당_공격력': 3.1, '기본_공격_속도': 0.668, '레벨당_공격_속도': 2.7, '공격_사거리': 125, '이동_속도': 350, '탐색_반경': 400, '선택_높이': 150, '선택_반경': 130, '충돌_반경': 35, '공격_속도_계수': 0.667999982833862, '공격_지연_보정': -0.0994652435183525, '무작위_총력전': {'가하는_피해': 1.1, '받는_피해': 0.9, '회복량': 1.2, '강인함': 1.2}}",근접,2012-09-27,V1.0.0.148,V25.06,{암살자},{정글},{정글},3,1,1,2,1,55,물리,2400,880,{1: '보이지 않는 위협'},"{1: '공포 감지', 2: '공포 감지 (변형 2)'}","{1: '공허의 가시', 2: '공허의 가시 (변형 2)'}","{1: '도약', 2: '도약 (변형 2)'}","{1: '공허의 습격', 2: '공허의 습격 (변형 2)'}","['보이지 않는 위협', '공포 감지', '공포 감지 (변형 2)', '공허의 가시', '공허의 가시 (변형 2)', '도약', '도약 (변형 2)', '공허의 습격', '공허의 습격 (변형 2)']",,무지개 낫
킨드레드,203.0,Kindred,영겁의 사냥꾼,3,원거리 딜러,,마나,"{'기본_체력': 595, '레벨당_체력': 104, '기본_자원': 300, '레벨당_자원': 35, '기본_방어력': 29, '레벨당_방어력': 4.7, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 7, '레벨당_체력_재생': 0.55, '기본_자원_재생': 7, '레벨당_자원_재생': 0.4, '기본_공격력': 65, '레벨당_공격력': 3.25, '기본_공격_속도': 0.625, '레벨당_공격_속도': 3.5, '공격_사거리': 500, '이동_속도': 325, '탐색_반경': 525, '선택_높이': 155, '선택_반경': 120, '충돌_반경': 35, '공격_속도_계수': 0.625, '공격_지연_보정': -0.12456139922142, '투사체_속도': 2000, '무작위_총력전': {'총_공격_속도': 1.025, '가하는_피해': 1.1, '받는_피해': 0.9}, '아레나': {'레벨당_공격력': -0.5, '레벨당_공격_속도': -0.5}, '단일_챔피언': {'받는_피해': 0.95}, '궁극기_주문서': {'가하는_피해': 0.95, '받는_피해': 1.05}}",원거리,2015-10-14,V5.20,V25.13,{원거리 딜러},{정글},{정글},3,1,2,3,2,20,물리,2400,880,{1: '킨드레드의 표식'},{1: '화살 세례'},{1: '늑대의 광기'},{1: '차오르는 공포'},{1: '양의 안식처'},"['킨드레드의 표식', '화살 세례', '늑대의 광기', '차오르는 공포', '양의 안식처']",양과 늑대,
클레드,240.0,Kled,망나니 기사,3,전사,탱커,용기,"{'기본_체력': 410, '레벨당_체력': 84, '기본_자원': 100, '레벨당_자원': 0, '기본_방어력': 35, '레벨당_방어력': 5.2, '기본_마법_저항력': 28, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 6, '레벨당_체력_재생': 0.75, '기본_자원_재생': 0, '레벨당_자원_재생': 0, '기본_공격력': 65, '레벨당_공격력': 3.5, '기본_공격_속도': 0.625, '레벨당_공격_속도': 3.5, '공격_사거리': 250, '이동_속도': 285, '선택_높이': 85, '선택_반경': 100, '충돌_반경': 35, '공격_속도_계수': 0.625, '공격_시전_시간': 0.280000001192092, '총_공격_시간': 1.60000002384185, '무작위_총력전': {'가하는_피해': 1.05, '받는_피해': 1}, '초고속_모드': {'받는_피해': 0.9}}",근접,2016-08-10,V6.16,V25.11,{척후병},{탑},{탑},3,2,1,2,1,30,물리,2400,880,"{1: '겁쟁이 도마뱀 스칼', 2: '겁쟁이 도마뱀 스칼 (변형 2)'}","{1: '덫날리기', 2: '빵야!'}",{1: '버럭버럭'},"{1: '이랴!', 2: '이랴! (변형 2)'}","{1: '돌겨어어억!!!', 2: '돌겨어어억!!! (변형 2)'}","['겁쟁이 도마뱀 스칼', '겁쟁이 도마뱀 스칼 (변형 2)', '덫날리기', '빵야!', '버럭버럭', '이랴!', '이랴! (변형 2)', '돌겨어어억!!!', '돌겨어어억!!! (변형 2)']",클레드와 스칼,
클레드와 스칼,240.1,Kled,망나니 기사,3,전사,탱커,용기,"{'기본_체력': 810, '레벨당_체력': 152, '기본_자원': 100, '레벨당_자원': 0, '기본_방어력': 35, '레벨당_방어력': 5.2, '기본_마법_저항력': 28, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 6, '레벨당_체력_재생': 0.75, '기본_자원_재생': 0, '레벨당_자원_재생': 0, '기본_공격력': 65, '레벨당_공격력': 3.5, '기본_공격_속도': 0.625, '레벨당_공격_속도': 3.5, '공격_사거리': 125, '이동_속도': 345, '선택_높이': 140, '선택_반경': 140, '충돌_반경': 35, '공격_속도_계수': 0.625, '공격_시전_시간': 0.280000001192092, '총_공격_시간': 1.60000002384185, '무작위_총력전': {'가하는_피해': 1.05, '받는_피해': 0.9}}",근접,2016-08-10,V6.16,V12.10,{척후병},{탑},{탑},3,2,1,3,1,30,물리,2400,880,{1: '겁쟁이 도마뱀 스칼'},{1: '덫날리기 / 빵야!'},{1: '버럭버럭'},"{1: '이랴!', 2: '이랴! (변형 2)'}","{1: '돌겨어어억!!!', 2: '돌겨어어억!!! (변형 2)'}","['겁쟁이 도마뱀 스칼', '덫날리기 / 빵야!', '버럭버럭', '이랴!', '이랴! (변형 2)', '돌겨어어억!!!', '돌겨어어억!!! (변형 2)']",클레드와 스칼,
코그모,96.0,KogMaw,심연의 아귀,2,원거리 딜러,마법사,마나,"{'기본_체력': 635, '레벨당_체력': 99, '기본_자원': 325, '레벨당_자원': 40, '기본_방어력': 24, '레벨당_방어력': 4.45, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 3.75, '레벨당_체력_재생': 0.55, '기본_자원_재생': 8.75, '레벨당_자원_재생': 0.7, '기본_공격력': 61, '레벨당_공격력': 3.1, '기본_공격_속도': 0.665, '레벨당_공격_속도': 2.65, '공격_사거리': 500, '이동_속도': 330, '탐색_반경': 900, '선택_높이': 150, '선택_반경': 130, '충돌_반경': 30, '공격_속도_계수': 0.665000021457672, '공격_지연_보정': -0.13377659022808, '투사체_속도': 1800, '무작위_총력전': {'가하는_피해': 0.92, '받는_피해': 1.1}, '아레나': {'레벨당_공격력': -0.8, '레벨당_공격_속도': -0.4}, '돌격_넥서스': {'가하는_피해': 0.9, '받는_피해': 1.05}, '단일_챔피언': {'가하는_피해': 0.97, '받는_피해': 1.03}, '초고속_모드': {'가하는_피해': 0.85, '받는_피해': 1.05}}",원거리,2010-06-24,V1.0.0.94,V25.04,{원거리 딜러},{바텀},{바텀},3,1,1,1,1,10,물리,2400,880,{1: '이케시아식 마무리'},{1: '부식성 침'},{1: '생체마법 폭격'},{1: '공허의 분비물'},{1: '살아있는 곡사포'},"['이케시아식 마무리', '부식성 침', '생체마법 폭격', '공허의 분비물', '살아있는 곡사포']",,
르블랑,7.0,Leblanc,환술사,2,암살자,마법사,마나,"{'기본_체력': 598, '레벨당_체력': 111, '기본_자원': 400, '레벨당_자원': 25, '기본_방어력': 22, '레벨당_방어력': 4.7, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 7.5, '레벨당_체력_재생': 0.55, '기본_자원_재생': 8, '레벨당_자원_재생': 0.8, '기본_공격력': 55, '레벨당_공격력': 2.2, '기본_공격_속도': 0.658, '레벨당_공격_속도': 2.35, '공격_사거리': 525, '이동_속도': 340, '탐색_반경': 525, '선택_높이': 85, '선택_반경': 100, '충돌_반경': 35, '공격_속도_계수': 0.4, '공격_지연_보정': -0.133333340287208, '투사체_속도': 1700, '무작위_총력전': {'가하는_피해': 1.1, '받는_피해': 0.9, '스킬_가속': 20}, '아레나': {'레벨당_체력': 19}, '돌격_넥서스': {'받는_피해': 0.9, '스킬_가속': 20}, '단일_챔피언': {'받는_피해': 0.95}}",원거리,2010-11-02,V1.0.0.104,V25.12,{집중형 마법사},{미드},{미드},3,1,2,3,1,100,마법,1575,790,"{1: '거울 환영', 2: '거울 환영 (변형 2)'}",{1: '악의의 인장'},"{1: '왜곡', 2: '왜곡 (변형 2)'}",{1: '환영 사슬'},"{1: '모방', 2: '모방 (변형 2)', 3: '모방 (변형 3)', 4: '모방 (변형 4)'}","['거울 환영', '거울 환영 (변형 2)', '악의의 인장', '왜곡', '왜곡 (변형 2)', '환영 사슬', '모방', '모방 (변형 2)', '모방 (변형 3)', '모방 (변형 4)']",에밀리아 (에바인) 르블랑,르블랑
리 신,64.0,LeeSin,눈먼 수도승,2,전사,암살자,기력,"{'기본_체력': 645, '레벨당_체력': 108, '기본_자원': 200, '레벨당_자원': 0, '기본_방어력': 36, '레벨당_방어력': 4.9, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 7.5, '레벨당_체력_재생': 0.7, '기본_자원_재생': 50, '레벨당_자원_재생': 0, '기본_공격력': 69, '레벨당_공격력': 3.7, '기본_공격_속도': 0.651, '레벨당_공격_속도': 3, '공격_사거리': 125, '이동_속도': 345, '탐색_반경': 400, '선택_높이': 225, '선택_반경': 102.777801513671, '충돌_반경': 35, '공격_속도_계수': 0.651000022888183, '공격_지연_보정': -0.104687497019767, '무작위_총력전': {'가하는_피해': 1.05, '받는_피해': 0.95, '회복량': 1.1, '보호막량': 1.2, 'energyregen_mod': 1.2}, '아레나': {'기본_체력': 80, '레벨당_체력': 15}, '단일_챔피언': {'받는_피해': 0.95}, '초고속_모드': {'가하는_피해': 1.05}}",근접,2011-04-01,V1.0.0.114,V25.12,{기동형 전사},{정글},{정글},3,2,2,3,1,55,물리,675,585,{1: '질풍격'},"{1: '음파', 2: '공명의 일격'}","{1: '방호', 2: '강철의 의지'}","{1: '폭풍', 2: '무력화'}",{1: '용의 분노'},"['질풍격', '음파', '공명의 일격', '방호', '강철의 의지', '폭풍', '무력화', '용의 분노']",,
